Name,Description,Material,Color,Current Price,Old Price,Discount,Piece,Availability,Category,Gender,Size,Design,Link
3 Piece Printed Suit with Doria Dupatta,        Printed Doria Digital Dupatta| Printed Doria Digital shirt 3.12 meters| Dyed Cambric Trouser    ,Doria Lawn,Orange,PKR 3500 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-doria-dupatta-20670
3 Piece Printed Suit with Embroidered Chiffon Dupatta,        Embroidered chiffon Dupatta| Printed slub Lawn Digital shirt 3.12 meters| Dyed Cambric Trouser    ,Lawn,Orange,PKR 7000 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-printed-suit-with-embroidered-chiffon-dupatta
3 Piece Embroidered Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed Lawn shirt 3.12 meters|  Borders on poly silk 5 meters (2.5 inch for each side of Dupatta Pallu)| Dyed Cambric Trouser    ,Lawn,Purple,PKR 7000 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-chiffon-dupatta-22631
3 Piece Printed Suit with Embroidered Net Dupatta,        Embroidered Net Dupatta| Printed Slub Lawn Shirt 3.12 meters| Dyed Cambric Trouser    ,Lawn,Dark Grey,PKR 7000 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-printed-suit-with-embroidered-net-dupatta
3 Piece Printed Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed Lawn shirt 3.12 meters| Dyed Cambric Trouser    ,Lawn,Black,PKR 4300 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-chiffon-dupatta-20509
3 Piece Printed Suit with Chiffon Dupatta,Printed Chiffon Dupatta| Printed slub Lawn shirt 3.12 meters| Dyed Cambric Trouser ,Lawn,Cream,PKR 4300 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-chiffon-dupatta-20508
3 Piece Printed Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed Digital slub Lawn shirt 3.12 meters| Dyed Cambric Trouser    ,Lawn,Blue,PKR 4300 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-chiffon-dupatta-20507
3 Piece Printed Suit with Chiffon Dupatta,Printed Chiffon Dupatta| Printed Digital slub Lawn shirt 3.12 meters| Dyed Cambric Trouser ,Lawn,Brown,PKR 4300 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-chiffon-dupatta-20506
3 Piece Printed Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed slub Lawn shirt 3.12 meters| Dyed Cambric Trouser    ,Lawn,Pink,PKR 4300 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-chiffon-dupatta-20505
3 Piece Printed Suit with Chiffon Dupatta,        Printed Chiffon Dupatta| Printed slub Lawn digital shirt 3.12 meters|  Printed Border| Dyed Cambric Trouser    ,Lawn,Green,PKR 4300 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-chiffon-dupatta-20504
3 Piece Embroidered Suit with Printed Voile Dupatta,        Printed Voile Dupatta| Printed slub Lawn shirt 3 meters|  Lace on Organza 2 meters| Dyed Cambric Trouser    ,Lawn,Blue,PKR 3800 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-printed-voile-dupatta-20544
3 Piece Embroidered Suit with Printed Voile Dupatta,        Printed Voile Dupatta| Printed slub Lawn shirt 3 meters|  Border on Organza 30 inch| Dyed Cambric Trouser    ,Lawn,Cream,PKR 3800 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-printed-voile-dupatta-20543
2 Piece Embroidered Suit with Cambric Trouser,        Dyed Cotton Zarri Shirt 3 Meters| Embroidery on Shirt Front & Sleeves| Separate Border 2.5M| Printed Cambric Trouser    ,Cotton Zarri,Blue,PKR 6000 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-cambric-trouser-20741
2 Piece Embroidered Suit with Cambric Trouser,Dyed Cotton Zarri Shirt 3 Meters| Embroidery on Shirt Front & Sleeves| Separate Border 2.5M| Printed Cambric Trouser ,Cotton Zarri,Red,PKR 6000 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-cambric-trouser-20740
2 Piece Embroidered Suit with Foil Chiffon Dupatta,Printed Foil Chiffon Dupatta| Printed Foil Chiffon Shirt 3.12 Meters| Separate Border 2 Meter| Dyed Lawn Slip ,Chiffon,Green,PKR 6500 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-foil-chiffon-dupatta-20303
2 Piece Embroidered Suit with Foil Chiffon Dupatta,        Printed Foil Chiffon Dupatta| Printed Foil Chiffon Shirt 3.12 Meters| Separate Border 2 Meter| Dyed Lawn Slip    ,Chiffon,Cream,PKR 6500 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-foil-chiffon-dupatta
3 Piece Embroidered Suit with Chiffli Dupatta,        Printed Chiffli Dupatta| Printed Cotton Silk Shirt 3.12 Meters| Embroidery on Shirt Front & Sleeves| Separate Lace for Dupatta palu 2.25 Meter| Separate Lace for Dupatta Length 5 Meter| Separate neckline on organza| Dyed Cambric Trouser    ,Cotton Silk,Pink,PKR 9500 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-chiffli-dupatta-20301
1 Piece Printed Cotton Satin Shirt,        Printed Cotton Satin Shirt 3 Meters    ,Cotton Satin,Pink,PKR 1340 ,-,-,1 Piece,In stock,Unstitched,Women,3,Printed,https://www.alkaramstudio.com/1-piece-printed-cotton-satin-shirt-22081
1 Piece Printed Cotton Satin Shirt,        Printed Cotton Satin Shirt 3 Meters    ,Cotton Satin,Purple,PKR 1340 ,-,-,1 Piece,In stock,Unstitched,Women,3,Printed,https://www.alkaramstudio.com/1-piece-printed-cotton-satin-shirt
2 Piece Printed Suit with Cambric Trouser,Printed Lawn Digital Shirt 3.12 Meters| Dyed Cambric Trouser ,Lawn,Blue,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20825
2 Piece Printed Suit with Cambric Trouser,        Printed Lawn Digital Shirt 3.12 Meters| Dyed Cambric Trouser    ,Lawn,Blue,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20824
2 Piece Printed Suit with Cambric Trouser,        Printed Lawn Digital Shirt 3.12 Meters| Dyed Cambric Trouser    ,Lawn,Purple,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20822
1 Piece Printed Shirt,        Digital Printed Schiffli shirt 3.12 meters    ,Schiffli,Beige,PKR 3170 ,-,-,1 Piece,In stock,Unstitched,Women,3.13,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21542
3 Piece Embroidered Suit with Voile Dupatta,        Printed Voile Dupatta| Yarn Dyed Shirt 3 Meters| Embroidery on Shirt| Dyed Cambric Trouser    ,Yarn Dyed,Beige,PKR 3820 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-voile-dupatta-20126
1 Piece Printed Denim Shirt,        Printed Denim Shirt 3.12 Meters    ,Denim,Blue,PKR 1670 ,-,-,1 Piece,In stock,Unstitched,Women,3.13,Printed,https://www.alkaramstudio.com/1-piece-embroidered-denim-shirt-21557
2 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Lawn Shirt 3 Meters| Embroidery On Sleeves    ,Lawn,Green,PKR 2740 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-suit-with-lawn-dupatta-20723
3 Piece Embroidered Suit with Jacquard Dupatta,        Jacquard Dupatta| Printed Slub Lawn Shirt 3.12 Meters| 2 Meter Separate Lace | Dyed Cambric Trouser    ,Lawn,Orange,PKR 5420 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-jacquard-dupatta-22632
3 Piece Embroidered Suit with Jacquard Dupatta,        Jacquard Dupatta| Printed Slub Lawn Shirt 3.12 Meters| 2 Meter Separate Lace | Dyed Cambric Trouser    ,Lawn,Pink,PKR 5420 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-jacquard-dupatta-22631
1 Piece Printed Shirt,        Printed Lawn Shirt 3.12 Meters    ,Lawn,Blue,PKR 1340 ,-,-,1 Piece,In stock,Unstitched,Women,3.13,Printed,https://www.alkaramstudio.com/1-piece-printed-shirt-21540
2 Piece Printed Suit with Cambric Trouser,        Printed Lawn Digital Shirt 3.12 Meters| Dyed Cambric Trouser    ,Lawn,Lilac,PKR 1940 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20821
2 Piece Printed Suit with Lawn Dupatta,Printed Lawn Dupatta| Printed Lawn Shirt 3.12 Meters ,Lawn,Pink,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20874
3 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Lawn Shirt 3.12 Meters| Dyed Cambric Trouser    ,Lawn,Beige,PKR 2850 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-lawn-dupatta-21150
3 Piece Printed Suit with Jacquard Dupatta,Organza Jacquard Dupatta| Printed Two Way Slub Lawn Shirt 3.12 Meters| Dyed Cambric Trouser ,Lawn,Pink,PKR 5320 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-jacquard-dupatta-20715
2 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Lawn Shirt 3 Meters    ,Lawn,Peach,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20872
2 Piece Printed Suit with Lawn Dupatta,Printed Lawn Dupatta| Printed Lawn Shirt 3 Meters ,Lawn,Grey,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20871
2 Piece Printed Suit with Jacquard Net Dupatta,        Jacquard Net Dupatta| Printed Lawn Shirt 3 Meters    ,Lawn,Green,PKR 2420 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-jacquard-net-dupatta-20089
3 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Lawn Shirt 3 Meters| Dyed Cambric Trouser    ,Lawn,Blue,PKR 2850 ,-,-,3 Piece,In stock,Unstitched,Women,8,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-lawn-dupatta-21146
3 Piece Printed Suit with Lawn Dupatta,Printed Lawn Dupatta| Printed Lawn Shirt 2.5 Meters| Printed Lawn Extra Sleeves| Dyed Cambric Trouser ,Lawn,Maroon,PKR 2850 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-lawn-dupatta-21145
2 Piece Printed Suit with Cambric Trouser,        Printed Lawn Shirt 3.12 Meters| Dyed Cambric Trouser    ,Lawn,Blue,PKR 1940 ,-,-,2 Piece,In stock,Unstitched,Women,5.63,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-cambric-trouser-20816
2 Piece Printed Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Lawn Shirt 3 Meters    ,Lawn,Red,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,Women,5.5,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-lawn-dupatta-20868
3 Piece Embroidered Suit with Lawn Dupatta,        Printed Lawn Dupatta| Printed Lawn Shirt 3 Meters| Embroidery Bunch on sleeves| Dyed Cambric Trouser    ,Lawn,Pink,PKR 3380 ,-,-,3 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-suit-with-lawn-dupatta-20819
Schiffli Embroidered Net Dupatta,        Schiffli Embroidered Net Dupatta 2.5 Meters    ,Schiffli,Blue,PKR 2420 ,-,-,1 Piece,In stock,Unstitched,Women,8,Embroidered,https://www.alkaramstudio.com/schiffli-embroidered-net-dupatta
Silk Dupatta,        Silk Woven Dupatta    ,Silk,Orange,PKR 3710 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Yarn Dyed,https://www.alkaramstudio.com/silk-dupatta-19466
2 Piece Printed Suit With Yoke & Lawn Dupatta,        Printed Lawn Dupatta|Printed Cambric Yoke & Sleeves 1.6 Meters|Lawn Shirt 2 Meters    ,Lawn,Beige,PKR 2810 ,-,-,2 Piece,In stock,Unstitched,Women,6.15,Printed,https://www.alkaramstudio.com/2-piece-printed-suit-with-yoke-lawn-dupatta-19497
1 Piece MAK Printed,Printed cambric shirt 3 Meters ,Cambric,Green,PKR 1120 ,-,-,1 Piece,In stock,Unstitched,MAK,3,Printed,https://www.alkaramstudio.com/1-piece-mak-printed-21655
2 Piece MAK Printed,        Printed viscose Stole| Printed Cambric shirt 3 Meters    ,Cambric,Blue,PKR 1880 ,-,-,2 Piece,In stock,Unstitched,MAK,3.92,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21828
2 Piece MAK Printed,Printed Lawn Dupatta 2.5 Meters| Printed Cotton satin shirt 3 meters ,Cotton Satin,Peach,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,MAK,5.5,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21826
2 Piece MAK Printed,        Printed Lawn Dupatta 2.5 Meters| Printed Cotton satin shirt 3 meters    ,Cotton Satin,Beige,PKR 2310 ,-,-,2 Piece,In stock,Unstitched,MAK,5.5,Printed,https://www.alkaramstudio.com/2-piece-mak-printed-21825
1 Piece Printed Lawn Shirt,        Printed Digital Lawn Shirt    ,Lawn,Blue,PKR 1340 ,-,-,1 Piece,In stock,Unstitched,Women,3.13,Printed,https://www.alkaramstudio.com/unstitched/1-piece-printed-lawn-shirt
3 Piece Printed Suit with Yoke & Lawn Dupatta,Printed Lawn Dupatta|Lawn Shirt 1.8 Meters|Printed Lawn Yoke 1.02 Meters|Printed Lawn Extra sleeves|Separate Bunch on Organza/ Dyed Fabric|Dyed Cambric Trouser ,Lawn,Brown,PKR 3910 ,-,-,3 Piece,In stock,Unstitched,Women,8.45,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-yoke-lawn-dupatta-18575
3 Piece Printed Suit with Yoke & Lawn Dupatta,        Printed Lawn Dupatta|Lawn Shirt 1.8 Meters|Printed Lawn Yoke 1.6 Meters|Separate Neckline on Organza|Dyed Cambric Trouser    ,Lawn,Red,PKR 3910 ,-,-,3 Piece,In stock,Unstitched,Women,8.43,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-yoke-lawn-dupatta-18574
3 Piece Printed Suit with Fancy Dupatta,Fancy Dupatta| Printed Slub Lawn Shirt 3.12 Meters| Separate Lace on dyed fabric| Dyed Cambric Trouser ,Lawn,Beige,PKR 6060 ,-,-,3 Piece,In stock,Unstitched,Women,8.36,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-fancy-dupatta-20666
3 Piece Printed Suit with Organza Jacquard Dupatta,Organza Jacquard Dupatta| Printed Dobby Lawn Shirt 3.12 Meters| Printed cambric Trouser ,Dobby Lawn,Grey,PKR 5100 ,-,-,3 Piece,In stock,Unstitched,Women,8.13,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-organza-jacquard-dupatta
3 Piece Printed Suit with Yoke & Lawn Dupatta,        Printed Lawn Dupatta|Lawn Shirt 1.8 Meters|Printed Lawn Yoke 1.63 Meters|Dyed Cambric Trouser    ,Lawn,Grey,PKR 3260 ,-,-,3 Piece,In stock,Unstitched,Women,8.43,Printed,https://www.alkaramstudio.com/3-piece-printed-suit-with-yoke-lawn-dupatta
3 Piece Printed Lawn,        Jacquard Dupatta|Printed Lawn Shirt 3.12 meters|2 Separate Bunch on Organza for sleeves|2 Borders on Organza|Dyed Cambric Trouser    ,Lawn,Green,PKR 7520 ,-,-,3 Piece,In stock,Unstitched,Woman,8.43,Jacquard Dupatta,https://www.alkaramstudio.com/3-piece-printed-lawn-17043
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Purple,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23411/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Green,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23410/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Black,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23409/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Blue,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23408/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Grey,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23407/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Mustard,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23406/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Olive,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23405/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Green,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23404/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Yellow,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23403/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Red,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23402/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Beige,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23401/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Blue,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23400/s/1-piece-printed-lawn-shirt/category/7/
1 Piece Printed Lawn Shirt,Printed Lawn Shirt 2.5 Meters ,Lawn,Pink,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22348
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Maroon,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22347
1 Piece Printed Lawn Shirt,Printed Lawn Shirt 2.5 Meters ,Lawn,Pink,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22346
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Beige,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22345
1 Piece Printed Lawn Shirt,Printed Lawn Shirt 2.5 Meters ,Lawn,Brown,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22344
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Cream,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22343
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Purple,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22342
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Blue,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22341
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Green,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22340
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Mustard,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22339
1 Piece Printed Lawn Shirt,        Printed Lawn Shirt 2.5 Meters    ,Lawn,Grey,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22338
1 Piece Printed Lawn Shirt,Printed Lawn Shirt 2.5 Meters ,Lawn,Sky Blue,PKR 850 ,-,-,1 Piece,In stock,Unstitched,Women,2.5,Printed,https://www.alkaramstudio.com/1-piece-printed-lawn-shirt-22337
Emroidered Cotton Ribbed Kurti,        Emroidered Cotton Ribbed KurtiBasic Fit    ,Cotton Rib,Green,PKR 2300 ,-,-,1 Piece,In stock,Stitched,Kids,,Embroidered,https://www.alkaramstudio.com/catalog/product/view/id/23533/s/emroidered-cotton-ribbed-kurti/category/5/
Printed Cotton Satin MAK Kurti,        Printed Cotton Satin MAK Kurti|Basic Fit    ,Cotton Satin,Dark Green,PKR 2250 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23477/s/printed-cotton-satin-mak-kurti/category/5/
2 Piece Embroidered Cotton Satin Suit,        2 Piece Embroidered Cotton Satin Suit|Shirt & Trouser|Basic Fit    ,Cotton Satin,Sea Green,PKR 2750 ,-,-,2 Piece,In stock,Stitched,Kids,,Embroidered,https://www.alkaramstudio.com/catalog/product/view/id/23412/s/2-piece-embroidered-cotton-satin-suit/category/5/
Printed Cotton Satin MAK Kurti,        Printed Cotton Satin MAK Kurti|Basic Fit    ,Cotton Satin,Purple,PKR 2600 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23389/s/printed-cotton-satin-mak-kurti/category/5/
Printed Cotton Rib MAK Kurti,        Printed Cotton Rib MAK Kurti|Basic Fit    ,Cotton Rib,Multi,PKR 2250 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23383/s/printed-cotton-rib-mak-kurti/category/5/
Printed Cotton Rib Casual Shirt,        Printed Cotton Rib Casual Shirt|Basic Fit    ,Cotton Rib,Multi,PKR 1850 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23378/s/printed-cotton-rib-casual-shirt/category/5/
Printed Cotton Satin Kurti,        Printed Cotton Satin Kurti|Basic Fit    ,Cotton Satin,Light Pink,PKR 2050 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23372/s/printed-cotton-satin-kurti/category/5/
Printed Dobby Kurti,        Printed Dobby Kurti|Basic Fit    ,Dobby,Multi,PKR 2200 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23366/s/printed-dobby-kurti/category/5/
Embroidered Denim Trouser,        Embroidered Denim Trouser|Basic Fit    ,Denim,Blue,PKR 1800 ,-,-,1 Piece,In stock,Stitched,Kids,,Embroidered,https://www.alkaramstudio.com/catalog/product/view/id/23361/s/embroidered-denim-trouser/category/5/
Fleece Jacket Trouser Set,        Fleece Jacket Trouser Set|Basic Fit    ,Fleece,Yellow,PKR 3100 ,-,-,2 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23355/s/fleece-jacket-trouser-set/category/5/
Fleece Sweat Top,        Fleece Sweat Top|Basic Fit    ,Fleece,Light Blue,PKR 1850 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23349/s/fleece-sweat-top/category/5/
French Terry Pant,        French Terry Pant|Basic Fit    ,French Terry,Yellow,PKR 1400 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23343/s/french-terry-pant/category/5/
Fleece Sweat Top,        Fleece Sweat Top|Basic Fit    ,Fleece,Green,PKR 1750 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23337/s/fleece-sweat-top/category/5/
Cotton Trouser,        Cotton Trouser|Basic Fit    ,Cotton,Pink,PKR 1550 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23331/s/cotton-trouser/category/5/
Cotton Trouser,        Cotton Trouser|Basic Fit    ,Cotton,Grey,PKR 1300 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23325/s/cotton-trouser/category/5/
