,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
1358,Pastel Beam,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",Straight Kurta,This kurta is made from a light pistachio-hued silky cotton net worked with delicate tea-pink embroidery. It features a Y neckline and beading on the sleeves.,"Rs.6,490.00","Rs.4,218.50",Green / Pistachio,Silk Cotton Net,"XS,S,M,L,XL",
1359,Pastel Peace,"Embroidered Front, Plain Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,"This silky cotton net kurta comes in the lightest shade of tea pink, with embroidery along the front and a flattering split round collar.","Rs.6,990.00","Rs.4,543.50",Pastel Tea Pink,Silk Cotton Net,"XS,S,M,L,XL",
1360,Pastel Rum,"Embroidered Front, Embroidered Back, Full Sleeves, Band Neck with Placket",Straight Kurta,"This heavily embroidered shirt comes in a refreshing combination of lemon and white, with tasselled sleeve details and a band collar.","Rs.4,990.00","Rs.3,243.50",Yellow,Shifflee,"XS,S,M,L,XL",
1361,Pistachio Florals,"Embroidered Front, Embroidered Back, Full Sleeves, Y Neckline",Straight Kurta,"A classic kurta with a Y-neckline and self embroidery, updated with the lightest wash of pistachio green.","Rs.4,990.00","Rs.3,243.50",Mint Green,Shifflee,"XS,S,M,L,XL",
1362,Royal Boxers,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline with Slit",Straight Kurta,"Featuring a split band collar and intricately detailed sleeves, this light seashell pink kurta is a modern classic.","Rs.5,990.00","Rs.3,893.50",White,Yarn Dyed Dobby Box,"XS,S,M,L,XL",
1363,Blackish Galaxy,,Tulip Shalwar,This silky tulip shalwar comes in a jet-black shade with golden metallic edging.,"Rs.3,490.00","Rs.2,268.50",Black,Bemberg Grip,"XXS,XS,S,M,L,XL",
1364,Red Wood,"Embroidered Front, Plain Back, Full with Embroidery, Boat Neck",Straight Kurta,"This longline kurta with a boat neck comes in rosy jacquard, and features linear dark embroidered patterns.","Rs.4,990.00","Rs.3,243.50",Red,Self Jacquard,"XXS,XS,S,M,L,XL",
1365,Green Fobia,"Embroidered Front, Plain Back with Embroidered Hem, Full with Embroidery, Round Neck with Slit",Front Slit Shirt,This deep teal crepe piece is the opposite of demure with its sensuous black lace detailing and split neckline.,"Rs.6,990.00","Rs.4,543.50",Green,Crepe Weaved,"XS,S,M,L,XL",
1366,Mustard Mania,"Embroidered Front, Embroidered Back, Full with Embroidered Cuff, Y Neckline",Straight Kurta,This jacquard kurta with a Y-neckline comes in a vibrant ochre shade with contrasting round embroidered motifs.,"Rs.4,490.00","Rs.2,918.50",Mustard,Self Jacquard,"XS,S,M,L,XL",
1367,Ice Pink,"Embroidered Front, Plain Back, Full with Embroidered Border, Wrap Arround Neck",Angrakha,"A delicate sea green khaddar angrakha, with an embroidered wrap neckline and intricately worked motifs across the front.","Rs.3,990.00","Rs.2,593.50",Sea Green,Khaddar,"XXS,XS,S,M,L,XL",
1368,Glimmering Garden,"Embroidered Front, Embroidered Back, Full with Embroidered Border, Y Neckline",Straight Kurta,Geometric crimson motifs and cuff detailing adorn this off-white jacquard kurta.,"Rs.4,990.00","Rs.3,243.50",Off-White,Self Jacquard,"XXS,XS,S,M,L,XL",
1369,Black Frost,,Straight Pants,These straight-cut trousers come in jet black raw silk.,"Rs.4,490.00","Rs.2,918.50",Black,Raw Silk,"XS,S,M,L,XL",
1370,Stone age Glow,,Tulip Shalwar,An elegant white tulip shalwar in raw silk with delicate embroidered motifs.,"Rs.3,990.00","Rs.2,593.50",White,Raw Silk,"XXS,XS,S,M,L,XL",
1371,Glowing Star,,Cigarette Pants,These black cigarette pants in raw silk are bedazzled with golden floral embroidery.,"Rs.4,490.00","Rs.2,918.50",Black,Raw Silk,"XXS,XS,S,M,L,XL",
1372,Belgian,,Cigarette Pants,Raw silk cigarette trousers in a cream hue with dazzling silver embroidery along the hem.,"Rs.3,990.00","Rs.2,593.50",Cream,Raw Silk,"XXS,XS,S,M,L,XL",
1373,Amazing Gardenia,"Embroidered Front, Printed Back, Full Sleeves with Embroidery, Round Neckline with Slit",Straight Kurta,This funky kurta is an ode to springtime with its whimsical tree print and marigold hue.,"Rs.3,990.00","Rs.2,593.50",Yellow,Cotton Karandi,"XXS,XS,S,M,L,XL",
1374,Afghan Craze,"Printed Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,Multi-width stripes in neutral prints make for a statement print on this satin kurta.,"Rs.2,990.00","Rs.1,943.50",Grey,Cotton Satin,"XS,S,M,L,XL",
1375,Melange Ocean,"Plain Front, Plain Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This stylish piece mixes deep teal and splashes of crimson for a fresh take on casual.,"Rs.2,990.00","Rs.1,943.50",Sea Green,Melange,"XXS,XS,S,M,L,XL",
1376,Sheer Elegance,"Printed & Embroidered Front, Printed Back, Full Sleeves with Embroidered Patti, Round Neckline with Slit",2-Piece Straight Shirt with Dupatta,Opulent off-white printed twill is worked with embroidery for this beautiful kurta. It comes with a matching printed shawl.,"Rs.5,990.00","Rs.3,893.50",Off White,Twill,"XXS,XS,S,M,L,XL",Printed Shawl Color: Off White
1377,Aspiring Dream,"Printed Front, Printed Back, Full Sleeves, Band Neck with Buttons",Straight Kurta,This subdued navy twill kurta has a buttoned band collar and is strategically printed along the sleeves and hem.,"Rs.2,790.00","Rs.1,813.50",Blue,Twill,"XS,S,M,L,XL",
1378,Gleaming Swirl,"Embroidered Front, Plain Back with Embroidered Hem, Full Embroidered Sleeves, Round Neckline with Slit",Straight Kurta,This luxuriously embroidered longline kurta is a statement piece in tantalizing red.,"Rs.7,990.00","Rs.5,193.50",Red,Masori Cotton Sheen,"XS,S,M,L,XL",
1379,Melange Olive,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,The band collar on this military green piece gives this kurta a utilitarian chic feel.,"Rs.2,990.00","Rs.1,495.00",Olive,Melange,"XXS,XS,S,M,L,XL",
1380,Melange Blue,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,Moody blue melange makes for the perfect wintry kurta.,"Rs.2,990.00","Rs.1,943.50",Blue,Melange,"XXS,XS,S,M,L,XL",
1381,Blackwood,"Plain Front, Plain Back, Full Sleeves, Lapel Neckline",Front Open Jacket,This minimalist black cambric jacket has long lapels and an unstructured style.,"Rs.3,990.00","Rs.1,995.00",Black,Cambric,"XS,S,M,L,XL",
1382,Tropicana Beige,"Printed Front, Printed Back, Full Sleeves, Round Neckline",Straight Kurta with Side Tassels,This zesty khaddar kurta features side tassel detailing and an oriental pattern in shades of blue.,"Rs.2,790.00","Rs.1,813.50",Mustard,Khaddar,"XS,S,M,L,XL",
1383,Astonished Look,"Embroidered Front, Embroidered Back, Full Sleeves, Lapel Neckline",Short Jacket,An ethnic-inspired short jacket in moody tones with a stylish emerald green lapel.,"Rs.4,490.00","Rs.2,918.50",Black,Khaddar,"XS,S,M,L,XL",
1384,White Glimmer,"Embroidered Front, Plain Back, Full Sleeves with Embroidered Patti, Y Neckline",Straight Kurta,A surplice-style kurta in pale ballerina pink with elegant embroidery,"Rs.7,990.00","Rs.5,193.50",White,Box Organza,"XS,S,M,L,XL",
1385,Multiline,"Printed Front, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,A longline Y neck crepe kurta with a vibrant botanical pattern on a slate blue base.,"Rs.2,790.00","Rs.1,813.50",Blue,Crepe,"XXS,XS,S,M,L,XL",
1386,Pink Maze,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,This salmon pink tunic is trimmed with black and has a split band collar.,"Rs.5,990.00","Rs.2,995.00",Pink,Bember Grip,"XXS,XS,S,M,L,XL",
1387,Night Lights Black,"Printed Front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This embellished piece provides the perfect black backdrop to lift up vintage floral details.,"Rs.6,990.00","Rs.4,543.50",Black,Bember Grip,"XS,S,M,L,XL",
1388,Black Circus,"Embroidered Front, Printed back with Embroidered Hem, Full Sleeves with Embroidered Patti, Round Neckline with Slit",2-Piece Straight Shirt with Dupatta,"Embroidery on the front and borders bedeck this bold black and crimson twill kurta, which comes with a matching shawl.","Rs.7,990.00","Rs.5,193.50",Red And Black,Twill,"XXS,XS,S,M,L,XL",Printed Shawl Color: Red And Black
1389,Traditional Glimmer,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline",2-Piece Straight Shirt with Trouser,"A rosy pink embroidered kurta with a round neck and relaxed fit, paired with raw silk cigarette pants.","Rs.8,990.00","Rs.5,843.50",Pink,Masori Cotton Sheen,"XS,S,M,L,XL",Cigarette Pants Color: Pink Fabric: Blended Raw Silk
1390,Daily A,,Boot Cut Pants,Black boot cut trousers in raw silk with graphic contrasting piping.,"Rs.2,490.00","Rs.1,245.00",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1391,Miso 2-A,,Straight Pants,Raw silk trousers in a jet black with a straight leg.,"Rs.2,490.00","Rs.1,245.00",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1392,Blue Scenery,,Straight Pants,A graphic line print in a darker grey tone adorns these grey-blue cotton trousers.,"Rs.1,690.00","Rs.1,098.50",Blue,Dobby,"XXS,XS,S,M,L,XL",
1393,Boho Tribal,,Culottes,These bohemian printed cotton trousers are airy and chic.,"Rs.1,690.00","Rs.1,098.50",Blue,Dobby,"XXS,XS,S,M,L,XL",
1394,Creaming Light,,Cigarette Pants,Elegant cream-hued trousers with a straight leg and a panel of embroidery along the hem.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
1395,Dutch Iris,,Straight Pants,These off-white cotton trousers have a contrasting side stripe and a straight leg.,"Rs.1,690.00","Rs.1,098.50",Off-White,Dobby,"XXS,XS,S,M,L,XL",
1396,Gold Charisma,,Boot Cut Pants,These elegant cream jacquard trousers boast a boot cut and detailing parallel to the hem.,"Rs.2,490.00","Rs.1,618.50",Off-White,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
1397,Mustard Pop,,Cigarette Pants,These jet black cigarette trousers create a perfect background for ochre embroidery.,"Rs.2,490.00","Rs.1,618.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
1398,Whitish Mania,,Cigarette Pants,Embroidered white cigarette pants in lush khaddar fabric.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
1399,White Peacocks,,Boot Cut Pants,White boot-cut trousers in khaddar are a flattering addition to any wardrobe.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
1400,Silky Elegance - Off White,,Boot Cut Pants,Raw silk boot cut trousers in a soft off-white hue with added details along the hem.,"Rs.2,490.00","Rs.1,618.50",Off-White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1401,Silky Elegance - Beige,,Boot Cut Pants,Versatile beige raw silk trousers with a trendy boot cut.,"Rs.2,490.00","Rs.1,618.50",Beige,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1402,Moon Glory - White,,Boot Cut Pants,White cambric trousers in a flattering boot cut.,"Rs.1,450.00",Rs.942.50,White,Cambric,"XXS,XS,S,M,L,XL",
1403,Ming - White,,Cigarette Pants,Snow white cigarette pants in a luxe raw silk fabric.,"Rs.2,490.00","Rs.1,618.50",White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1404,Ming - Black,,Cigarette Pants,Onyx black silk makes for luxuriant cigarette pants.,"Rs.2,490.00","Rs.1,618.50",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1405,Almond - White,,Cigarette Pants,Cigarette pants in an elegant white raw silk.,"Rs.2,490.00","Rs.1,618.50",White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
1406,Floric Geometry,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Split",Straight High Low Shirt,"An ivory khaddar piece sporting a split boat neck, tangerine edging, and refreshing floral motifs.","Rs.3,990.00","Rs.1,995.00",Green,Khaddar,"XXS,XS,S,M,L,XL",
1407,Multimedia Maze,"Printed Front, Printed Back, Full Sleeves, Boat Neckline with Slit",2-Piece Straight Shirt with Trouser,This edgy patterned linen kurta comes with simple black cambric trousers to keep all eyes on its statement print.,"Rs.3,990.00","Rs.1,995.00",Multi,Lilen,"XS,S,M,L,XL",Straight Pants Color: Multi Fabric: Cambric
1408,Winter Heritage,"Printed & Embroidered Front, Printed Back, Full Sleeves, Band Neck with Slit",Straight Shirt,This tribal print steel grey khaddar creation features crimson detailing.,"Rs.3,990.00","Rs.2,593.50",Grey,Khaddar,"XXS,XS,S,M,L,XL",
1409,Misty Noir,"Embroidered Front, Plain Back, Full Sleeves, Band Neck with Split",Straight Shirt,"A cotton karandi kurta in the palest shade of grey, with an abstract black print reminiscent of dandelions.","Rs.3,990.00","Rs.2,593.50",Light Grey,Cotton Karandi,"XXS,XS,S,M,L,XL",
1410,Zirconia Love,,Straight Pants,Basic black trousers gets an update with green trails printed along them.,"Rs.1,790.00",Rs.895.00,Black & Green,Cambric,"XXS,XS,S,M,L,XL",
1411,Oia Stroll,,Cigarette Pants,These white cambric cigarette pants get an upgrade with an ornate floral border.,"Rs.1,790.00","Rs.1,163.50",White,Cambric,"XXS,XS,S,M,L,XL",
1412,White Surface,,Cigarette Pants,These white cambric cigarette pants have an athleisure feel with their black side-stripe.,"Rs.1,690.00",Rs.845.00,White,Slub Cambric,"XXS,XS,S,M,L,XL",
1413,Pleats Please,,Boot Cut Pants,Stylish cotton trousers with a flared boot cut in a cool ivory hue.,"Rs.1,690.00",Rs.845.00,Off White,Slub Cambric,"XXS,XS,S,M,L,XL",
1414,Iznik Love,,Boot Cut Pants,These black cambric trousers sport a boot cut and lacy white contrasting details.,"Rs.2,490.00","Rs.1,618.50",Black,Cambric,"XXS,XS,S,M,L,XL",
1415,Galactic,,Boot Cut Pants,These soft cambric trousers come in an indigo hue.,"Rs.1,490.00",Rs.745.00,Navy,Slub Cambric,"XXS,XS,S,M,L,XL",
1416,Buttoned Up,,Straight Pants,These straight trousers in navy blue get added style points for button-up hems.,"Rs.1,690.00","Rs.1,098.50",Navy,Slub Cambric,"XXS,XS,S,M,L,XL",
1417,Dove Black,,Boot Cut Pants,"These cambric trousers in black boast a chic white stripe down the side, accentuating their boot cut.","Rs.1,690.00",Rs.845.00,Black,Slub Cambric,"XXS,XS,S,M,L,XL",
1418,Green Cherry,"Printed & Embroidered Front, Printed Back, Full Sleeves, Ban Neckline with Slit",3-Piece Straight Shirt with Trouser & Dupatta,"This three piece floral inspired look features both embroidered and printed accents, and comprises of a dobby shirt, slub cambric trouser and viscose chiffon dupatta.","Rs.6,990.00","Rs.3,495.00",Green,Dobby,"XXS,XS,S,M,L,XL",
1419,Fusion lines,"Printed & Embroidered Front, Printed Back, Full Sleeves, Boat Neck with Side Slit",3-Piece Straight Shirt with Trouser & Dupatta,"This three piece floral inspired look features both embroidered and printed accents, and comprises of a textured cotton shirt, slub cambric trouser and viscose chiffon dupatta.","Rs.6,990.00","Rs.4,543.50",Light Blue,Textured Cotton,"XXS,XS,S,M,L,XL",
1420,Exotic Sangria,"Embroidered Front, Plain back with Embroidered Hem, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This crushed pink look comprises of a Y-front kurta made from extra weft jacquard featuring embroidered details.,"Rs.5,990.00","Rs.2,995.00",Pink,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
1421,Dream Flower,"Printed front with Embellishment, Printed Back, Full Sleeves, Y Neckline",Straight Kurta with Front Slit,This minty fresh blended grip kurta features a delightful print and embellished details.,"Rs.5,490.00","Rs.3,568.50",Mint,Blended Grip,"XS,S,M,L,XL",
1422,Mustard Glory,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline with Slit",Straight Kurta,This mustard box organza kurta features embroidered details and a band neckline.,"Rs.7,990.00","Rs.5,193.50",Mustard,Box Organza,"XXS,XS,S,M,L,XL",
1423,Amethyst,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline with Split",Straight Kurta,This elegant mint kurta features embroidered details and is crafted from extra weft jacquard.,"Rs.5,990.00","Rs.3,893.50",Mint,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
1424,Iris - Blue,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This black twill shirt comprises of a printed and embroidered style and features a round slit.,"Rs.3,990.00","Rs.2,593.50",Black,Twill,"XXS,XS,S,M,L,XL",
1425,Rouge Red,"Plain Front, Plain Back, Three Quarter Sleeves, Boat Neck with Slit",Straight Shirt,This kimono inspired red look is made from yarn dyed jacquard linen.,"Rs.2,790.00","Rs.1,395.00",Red,Yarn Dyed Lilen Jacquard,"XXS,XS,S,M,L,XL",
1426,Rangrez B,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Slit",Straight Kurta,"A delicate lemon yellow kurta with classic mirror work inspired embroidery, crafted from khaddar fabric.","Rs.4,990.00","Rs.2,495.00",Yellow,Khaddar,"XXS,XS,S,M,L,XL",
1427,Pheran,"Embroidered Front, Plain Back, Three Quarter Sleeves, Round Neckline with Slit",A Line Kurta,This A-line kurta comes in a pristine white colour and is crafted from khaddar fabric.,"Rs.4,490.00","Rs.2,245.00",White,Khaddar,"XXS,XS,S,M,L,XL",
1428,Sienna white,,Culottes,These white culottes are crafted from premium dobby fabric.,"Rs.2,490.00","Rs.1,245.00",White,Dobby,"XXS,XS,S,M,L,XL",
1429,White Dust,,Culottes,These gorgeous embroidered white culottes are made from blended raw silk fabric.,"Rs.3,490.00","Rs.2,268.50",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
1430,Shinning Shrines,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.2,990.00","Rs.1,943.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
1431,Nigella White,,Straight Pants,These straight white trousers are crafted from blended raw silk.,"Rs.3,490.00","Rs.1,745.00",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
1432,Ladder Up Black,,Cigarette Pants,These black dobby cigarette pants feature delicate threadwork details.,"Rs.1,990.00","Rs.1,293.50",Black,Dobby,"XXS,XS,S,M,L,XL",
1433,Golden Strike,,Boot Cut Pants,These blended raw silk boot cut pants come with lovely embroidered details.,"Rs.2,990.00","Rs.1,495.00",Black,Blended Raw Silk,"XXS,XS,S,M,L,XL",
1434,Glittering Lemon,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.4,490.00","Rs.2,918.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
1435,Black Chrome,,Cigarette Pants,Embroidered motifs lend these black dobby cigarette pants and elegant touch.,"Rs.2,490.00","Rs.1,245.00",Black,Dobby,"XXS,XS,S,M,L,XL",
1436,Aster Beige,,Boot Cut Pants,These embroidered beige boot cut pants are crafted from dobby fabric.,"Rs.2,790.00","Rs.1,395.00",Beige,Dobby,"XXS,XS,S,M,L,XL",
1437,Check Plaid,,Culottes,These checkered culottes are crafted from yarn dyed fabric.,"Rs.1,990.00",Rs.995.00,Multi Color,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
1438,Check Random,,Cigarette Pants,These multi coloured chequered cotton pants come in yarn dyed fabric and a cigarette cut.,"Rs.1,990.00",Rs.995.00,Multi,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
1439,White dots in black,,Boot Cut Pants,These black boot cut trousers are crafted from yarn dyed fabric.,"Rs.2,490.00","Rs.1,245.00",Black,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
1440,Fiery Fantasy,"Printed Front, Printed Back, Full Sleeves, Boat Neck with Back Slit",Straight Kurta,This black khaddar kurta features a heavy floral all over print.,"Rs.2,790.00","Rs.1,813.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
1441,Ice Glazed,"Embroidered Front, Plain Back with Embroidered hem, Full Sleeves with Embroidery, Band Neckline",Front Open Shirt,"This icy blue open front coat is decked in crystalline embroidery, with a sumptuous chemise to match.","Rs.7,990.00","Rs.5,193.50",Light Blue,Box Organza,"XXS,XS,S,M,L,XL",
1442,Shine and Glim,"Printed front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Split",Straight Kurta,This aubergine purple blended satin silk shirt features elegant embellishments and a classic round neck.,"Rs.4,990.00","Rs.3,243.50",Purple,Blended Satin Silk,"XXS,XS,S,M,L,XL",
1443,Sand Bark,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Ban Neckline with Slit",Straight Kurta,Diamond motifs add a dramatic touch to this gold toned fancy jacquard kurta.,"Rs.5,990.00","Rs.2,995.00",Gold,Fancy Jacquard Fabric,"XXS,XS,S,M,L,XL",
1444,Lavish Black,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Ban Neckline",Straight Kurta,This minimalist black cotton kurta is crafted from leno kara cotton.,"Rs.4,490.00","Rs.2,918.50",Black,Leno Kara - Cotton,"XXS,XS,S,M,L,XL",
1445,Jewel Garden,"Printed front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Split",Drop Shoulder Kurta,"Inspired by royal jewels, this regal kurta features a round neckline, dropped shoulders and embellished details in blended silk satin.","Rs.4,490.00","Rs.2,245.00",Black,Blended Satin Silk,"XXS,XS,S,M,L,XL",
1446,Gardens at Dusk,"Printed front with Embellishment, Printed Back, Full Sleeves, Boat Neck with Slit",Straight Kurta with Front Slit,This bember grip tunic features embellishments and a boat neck with slit.,"Rs.7,990.00","Rs.5,193.50",Blue,Bember Grip,"XXS,XS,S,M,L,XL",
1447,Crystalline Hues,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This great extra weft jacquard shirt features an embroidered hem and neckline.,"Rs.5,990.00","Rs.2,995.00",Grey,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
1448,Carnelian,"Embroidered Front, Plain back with Embroidered Hem, Full Sleeves with Embroidery, Round Neckline with Slit",Straight Kurta,This georgette chiffon kurta comes in a tea pink colour and features lovely embroidered details.,"Rs.14,990.00","Rs.7,495.00",Tea Pink,Georgette Chiffon,"XXS,XS,S,M,L,XL",
1449,Retro Flower,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Band Neckline",Straight Kurta,"This white kurta features a minimalist floral detail and embroidered accents, and is crafted from thick lined dobby.","Rs.3,490.00","Rs.2,268.50",White,Lined Thick Dobby,"XXS,XS,S,M,L,XL",
1450,Fandango,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Band Neckline",Straight Kurta,"This sumptuous silk cotton net shirt comes in a lovely combination of beige and gold, along with colourful accents.","Rs.6,990.00","Rs.3,495.00",Beige And Gold,Silk Cotton Net,"XXS,XS,S,M,L,XL",
1451,Papaya Whip,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline with Slit",Straight Kurta,This soft off-white toned bember georgette chiffon formal kurta features elegant embroidered details.,"Rs.6,990.00","Rs.4,543.50",Off-white,Bember Georgette Chiffon,"XXS,XS,S,M,L,XL",
1452,Botanical Beige,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidered Patti, Band Neckline with Slit",Straight Kurta,This deep beige coloured long kurta is crafted from a lovely embroidered silk cotton kurta.,"Rs.5,990.00","Rs.3,893.50",Beige,Silk Cotton Net,"XXS,XS,S,M,L,XL",
1453,Orchid Garden,"Embroidered Front, Plain Back with Embroidered Hem, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This black and white poly organza kurta features scalloped details along the neckline.,"Rs.6,990.00","Rs.4,543.50",Black & White,Poly Organza,"XXS,XS,S,M,L,XL",
1454,Graphite Stone C,"Embroidered Front, Plain Back, Full Sleeves, Y Neckline",Straight Kurta,This demure grey raw silk semi formal look features delicate and traditional embroidered details.,"Rs.6,990.00","Rs.4,543.50",Grey,Raw Silk,"XXS,XS,S,M,L,XL",
1455,Glamming Line,"Embroidered Front, Plain Back with Embroidered Hem, Full Sleeves with Embroidery, Round Neckline",Straight Kurta,This lemon coloured extra weft jacquard kurta features traditional thread work details along the front.,"Rs.6,990.00","Rs.3,495.00",Lemon,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
1456,Tropical Polka,"Printed Front, Printed Back, Full Sleeves, Boat Neckline",Straight Kurta,Royal purple and vintage inspired botanicals come together to create this graphic khaddar kurta.,"Rs.2,990.00","Rs.1,495.00",Purple,Khaddar,"XXS,XS,S,M,L,XL",
1457,Stipula,"Printed Front, Printed Back, Full Sleeves, Round Neck with Slit",Straight Kurta,"Inspired by Tuscan sunsets the orchards of Italy, this divine mustard linen kurta is one for the books.","Rs.2,790.00","Rs.1,395.00",Mustard,Plain Lilen,"XXS,XS,S,M,L,XL",
1458,Wavy Blue- Trouser,,Cigarette Pants,These black cigarette pants are crafted from khaddar fabric and feature an embroidered stripe running down the side.,"Rs.1,990.00","Rs.1,293.50",Black,Khaddar,"XS,S,M,L,XL",
1459,Brut,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta,This dynamic black twill kurta features elegant floral details.,"Rs.3,190.00","Rs.1,595.00",Black,Twill,"XXS,XS,S,M,L,XL",
1460,Admiral,"Plain Front with Lace on Hem, Plain Back with Lace on Hem, Full Sleeves, Round Neck with Split",Butterfly Styled Kurta,"Made from self-jacquard, this deep blue kurta features a butterfly cut and lace hemming.","Rs.3,190.00","Rs.1,595.00",Blue,Self Jacquard,"XXS,XS,S,M,L,XL",
1461,Classic Royale,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neck with Slit",Straight Kurta with Dupatta,A swirling pattern in dramatic fall tones makes this crepe weaved kurta an ideal transition weather piece.,"Rs.4,990.00","Rs.3,243.50",Blue,Crepe Weaved,"XXS,XS,S,M,L,XL",Textured Voil Dupatta Color: Blue
1462,Subdued Bliss,"Printed & Embroidered Front, Printed Back, Full Sleeves, Ban Neck with Slit",Straight Kurta with Dupatta,This cheerful and bright printed plain linen kurta comes with a matching floral micro modal kurta.,"Rs.5,990.00","Rs.2,995.00",Multi,Plain Lilen,"XXS,XS,S,M,L,XL",Micro Modal Dupatta Color: Multi
1463,Admiral White,"Embroidered Front, Plain back, Full Sleeves, Round Neck with Slit",Straight Kurta,"Inspired by indigenous blue pottery, this porcelain white kurta features embroidered blue accents.","Rs.6,990.00","Rs.3,495.00",White,Khaddar,"XXS,XS,S,M,L,XL",
1464,Yellow Heritage,"Extra weft Jacquard Front, Extra Weft Jacquard Back, Full Sleeves, Y Neckline",Straight Kurta,This dreamy yellow Y-front kurta features an all-over embossed pattern along the front and back.,"Rs.3,990.00","Rs.2,593.50",Yellow,Cambric,"XXS,XS,S,M,L,XL",
1465,Schiffli Sparkle,,Shalwar,This white dobby shalwar features elegant embroidered details.,"Rs.2,490.00","Rs.1,618.50",White,Dobby,"XXS,XS,S,M,L,XL",
1466,Rusted Pop,,Culottes,These beige khaddar culottes feature light embroidered details.,"Rs.2,490.00","Rs.1,245.00",Beige,Khaddar,"XXS,XS,S,M,L,XL",
1467,Nets and Swirls,,Culottes,These white dobby culottes feature delicate embroidered details.,"Rs.2,990.00","Rs.1,495.00",White,Dobby,"XXS,XS,S,M,L,XL",
1468,Ladder Pitch,,Culottes,These black khaddar culottes are a must have for the weather.,"Rs.1,690.00","Rs.1,098.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
1469,Festive Mania,,Cigarette Pants,These white cigarette pants are crafted from cotton satin and feature embroidered details.,"Rs.2,990.00","Rs.1,495.00",White,Cotton Satin,"XXS,XS,S,M,L,XL",
1470,Black Elegance,,Culottes,These glamorous black culottes feature dazzling embroidered details on a raw silk surface.,"Rs.3,990.00","Rs.1,995.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
