,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,Types,All Sizes
397,Element,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Made from a smooth and supple viscose linen, this white coloured kurta features a band neckline.","Rs.3,990.00","Rs.2,593.50",White,Viscose Linen,"Regular Fit,Slim Fit","XS,S,M,L,XL"
398,White drip,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Made from a timeless viscose linen, this white coloured kurta features a band neckline.","Rs.3,490.00","Rs.2,268.50",White,Viscose Linen,"Regular Fit,Slim Fit","XS,S,M,L,XL"
399,Casablanca,"Plain Front,  Plain Back, Band Neckline",Waistcoat,A navy coloured viscose line waistcoat will never go out of style.,"Rs.4,990.00","Rs.3,243.50",Navy,Viscose Linen,Regular Fit,"S,M,L,XL"
400,Court,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"This beige coloured kurta is fabricated from a opulent jacquard fabric, making it perfect for festive events.","Rs.2,290.00","Rs.1,488.50",Beige,Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
401,Blackhole,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% pure cotton, this solid black kurta sports a classic collar and straight cut. Pair with the matching trousers for that perfect Friday look.","Rs.3,990.00","Rs.2,593.50",Black,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
402,Spinning,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Crafted from premium herring bone fabric, this demure grey kurta is both sturdy and versatile. The provided trouser completes the look.","Rs.3,990.00","Rs.2,593.50",Grey,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
403,Diving board,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"This solid navy coloured kurta features a classic collar and is crafted from herring bone fabric, perfect for transition weather. The provided trouser completes the look.","Rs.4,490.00","Rs.2,918.50",Navy,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
404,Disc,"Plain Front with Embroidery,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Featuring a traditional worked band neck, this black herring bone kurta is perfect for more formal and festive occasions.","Rs.4,490.00","Rs.2,918.50",Black,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
405,Razor black,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,This deep black kurta features a classic band neckline and is crafted from pure 100% cotton fabric.,"Rs.2,290.00","Rs.1,488.50",Black,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
406,Boss,"Plain Front,  Plain Back, Band Neckline",Waistcoat,This grey waistcoat is manufactured from tropical fabric and features an excellent cut and finishing.,"Rs.3,990.00","Rs.2,593.50",Grey,Tropical,Regular Fit,"S,M,L,XL"
407,Bayer,"Plain Front,  Plain Back, Band Neckline",Waistcoat,"Your wardrobe needs this black herring bone waistcoat, which can be worn to festive and formal occasions.","Rs.4,990.00","Rs.3,243.50",Black,Herring Bone,Regular Fit,"S,M,L,XL"
408,Earth,"Straight Shirt, Plain Back, Full Sleeves, Band Neckline",Kurta,This bohemian and earthy chambrey kurta features a band neck. Pair it with a coordinating shalwar or trouser for a solid monochromatic look.,"Rs.2,790.00","Rs.1,813.50",Clove,Chambrey,"Regular Fit,Slim Fit","XS,S,M,L,XL"
409,White Kurta,Ready To Wear,Embroidered Front Panel Plain Black Panel Band Neck Full Sleeves,This white poplin kurta sports meticulous embroidery and a tailored silhouette.,"Rs.2,990.00","Rs.1,943.50",White,Poplin,"Regular,Slim","XS,S,M,L,XL"
410,Delight,Ready To Wear,Plain Front Panel with Embroidered Pocket & Placekt Edge Plain Black Panel Band Neck Full Sleeves,This summer white kurta features a linear patterned dobby fabric and lightly worked pocket and placket.,"Rs.2,990.00","Rs.1,943.50",White,Dobby,"Regular,Slim","XS,S,M,L,XL"
411,Toasted coconut,Ready To Wear,Plain Front Panel Plain Black Panel Embroidered Band Neck Full Sleeves,This winsome white look features a subtly embroidered band neckline.,"Rs.2,990.00","Rs.1,943.50",Off-White,Karandi,"Regular,Slim","XS,S,M,L,XL"
412,Adios,"Straight Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Kurta This light blue kurta is perfect to wear on a hot summer day. Pair with a matching shalwar or trouser for a solid summer look,.,"Rs.3,990.00","Rs.2,593.50",Lt. Blue,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
413,Smoke shift,"Straight Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Kurta The cooling light grey colour of this kurta makes it perfect to wear in the summer. Pair with a matching shalwar for a solid monochromatic look,.,"Rs.3,990.00","Rs.2,593.50",Lt. Grey,Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
414,Dune storm,"Straight Embroidered Front, Plain Back, Band Neck",Waist Coat,"Crafted from beige coloured viscose linen, this sophisticated waist coat features an all-over embroidered pattern, making for a truly traditional piece.","Rs.5,490.00","Rs.3,568.50",Beige,Viscose Linen,Regular Fit,"S,M,L,XL"
415,Sergeant,"Straight Front, Plain Back, Full Sleeves, Band Neck",Kurta,This flattering monochrome kurta is crafted from premium dobby fabric and sports a classic band neck. This solid piece can be worn with both traditional trousers or your favourite jeans.,"Rs.2,790.00","Rs.1,813.50",Black,Dobby,"Slim Fit,Regular Fit","XS,S,M,L,XL"
